IssueID,LPO_Number,ItemCode,IssueDate,IssuedTo,IssuedToID,IssuedBy,IssuedQuantity,UnitCost,TotalCost,IssueType,TransportMode,DeliveryStatus,WaybillNo,Remarks,Department,RequestID,BatchNo,ExpiryDate,StorageCondition,QualityCheck,IssuedFromWarehouse
ISS-002061,LPO-006737,MED-ISS-3284,2025-04-09,Pharmacy,REC-6734,Carol Williams,8,257.01,2056.08,Return,Courier,In Transit,WB-58322,Controlled Substance,Pediatrics,REQ-1597,BATCH-67521,2025-08-07,Room Temperature,Failed,Dispatch Center
ISS-002062,LPO-006948,MED-ISS-5679,2025-07-15,NGO,REC-4484,Sandra Castro,66,102.17,6743.22,Donation,Sea,Pending,WB-81504,Temperature Sensitive,ICU,REQ-4901,BATCH-62199,2026-03-01,Cold Chain,Failed,Main Warehouse
ISS-002063,LPO-005799,MED-ISS-1321,2025-04-19,Pharmacy,REC-3439,Gregory Sanchez,27,127.95,3454.65,Donation,Sea,Pending,WB-22714,,Laboratory,REQ-2698,BATCH-83225,2025-05-22,Refrigerated,Pending,Main Warehouse
ISS-002064,LPO-001341,MED-ISS-3831,2025-04-12,NGO,REC-5676,Katherine Williams,51,68.71,3504.21,Return,Road,Delivered,WB-67025,Fragile,OPD,REQ-8983,BATCH-61565,2025-07-20,Refrigerated,Passed,Dispatch Center
ISS-002065,LPO-003955,MED-ISS-2201,2025-10-18,Hospital,REC-7374,Sara Miller,60,219.52,13171.2,Loan,Road,Partially Delivered,WB-22246,Temperature Sensitive,ER,REQ-2352,BATCH-12493,2026-05-12,Frozen,Passed,Satellite Store
ISS-002066,LPO-005546,MED-ISS-8106,2025-01-11,Pharmacy,REC-8384,Kristin Frank,40,381.78,15271.2,Emergency,Sea,Partially Delivered,WB-20852,Controlled Substance,ICU,REQ-1039,BATCH-91405,2025-09-22,Cold Chain,Conditional,Cold Storage
ISS-002067,LPO-005798,MED-ISS-1805,2025-09-07,Hospital,REC-9655,Kelsey Gonzalez,9,185.88,1672.92,Return,Road,In Transit,WB-22325,Controlled Substance,Surgery,REQ-8991,BATCH-80962,2026-08-27,Cold Chain,Conditional,Main Warehouse
ISS-002068,LPO-000238,MED-ANL-6217,2025-07-01,Hospital,REC-8083,Karen Murray,65,4.35,282.75,Loan,Courier,Delivered,WB-75145,Fragile,Surgery,REQ-3259,BATCH-97310,2025-11-27,Cold Chain,Passed,Dispatch Center
ISS-002069,LPO-001779,MED-ISS-2062,2025-04-17,Clinic,REC-1859,Jason Brown,93,416.19,38705.67,Donation,Courier,Partially Delivered,WB-40959,,OPD,REQ-3049,BATCH-63632,2025-06-12,Frozen,Pending,Dispatch Center
ISS-002070,LPO-000412,MED-ANT-7076,2025-01-29,Hospital,REC-2802,Brenda Michael,55,154.67,8506.85,Return,Air,Pending,WB-42423,Controlled Substance,Surgery,REQ-6128,BATCH-88741,2025-12-20,Refrigerated,Passed,Cold Storage
ISS-002071,LPO-000649,MED-ISS-9718,2025-02-26,Pharmacy,REC-1792,Katherine Bishop,83,26.14,2169.62,Regular,Road,Pending,WB-66526,Fragile,OPD,REQ-3876,BATCH-44342,2025-08-06,Refrigerated,Conditional,Main Warehouse
ISS-002072,LPO-001162,MED-ISS-7701,2025-07-02,Hospital,REC-8316,Melinda Brown,2,486.77,973.54,Emergency,Road,Delivered,WB-58523,Controlled Substance,ER,REQ-4495,BATCH-55746,2026-04-18,Cold Chain,Failed,Main Warehouse
ISS-002073,LPO-006002,MED-ISS-2251,2025-11-20,Hospital,REC-7175,Nicholas Bond,9,498.23,4484.07,Emergency,Sea,Delivered,WB-32241,Temperature Sensitive,Pediatrics,REQ-3995,BATCH-49940,2026-03-14,Cold Chain,Passed,Main Warehouse
ISS-002074,LPO-004013,MED-ISS-2794,2025-11-20,Pharmacy,REC-3744,Eric Murphy,10,270.09,2700.9,Emergency,Courier,In Transit,WB-12393,Controlled Substance,ER,REQ-5426,BATCH-92419,2026-10-26,Frozen,Passed,Satellite Store
ISS-002075,LPO-005639,MED-ISS-1379,2024-12-28,Government Agency,REC-8654,Joseph Brown,32,218.47,6991.04,Regular,Courier,Partially Delivered,WB-55963,,Surgery,REQ-6788,BATCH-52673,2025-04-23,Refrigerated,Failed,Satellite Store
ISS-002076,LPO-006793,MED-ISS-7212,2025-11-27,Pharmacy,REC-8997,Amber Hopkins,76,322.74,24528.24,Donation,Air,Delivered,WB-98982,Fragile,Laboratory,REQ-7894,BATCH-78640,2026-04-21,Cold Chain,Passed,Dispatch Center
ISS-002077,LPO-006048,MED-ISS-3432,2025-11-05,NGO,REC-1057,Lori Anderson,8,337.02,2696.16,Return,Sea,Pending,WB-93095,Controlled Substance,ER,REQ-5142,BATCH-60663,2026-02-27,Refrigerated,Conditional,Main Warehouse
ISS-002078,LPO-002175,MED-ISS-3673,2025-03-27,Pharmacy,REC-8785,Brenda Patel,86,377.35,32452.1,Return,Road,Delivered,WB-34733,,Pediatrics,REQ-8377,BATCH-37643,2026-02-25,Room Temperature,Conditional,Dispatch Center
ISS-002079,LPO-001724,MED-ISS-5561,2025-12-19,Hospital,REC-5699,April Moore,88,438.76,38610.88,Emergency,Courier,Delivered,WB-52758,Controlled Substance,Surgery,REQ-2148,BATCH-25701,2026-05-09,Refrigerated,Pending,Dispatch Center
ISS-002080,LPO-006657,MED-ISS-3977,2025-07-21,NGO,REC-3725,Kristy Beltran,39,130.93,5106.27,Regular,Air,Partially Delivered,WB-12710,Fragile,ER,REQ-3063,BATCH-67700,2026-03-20,Cold Chain,Conditional,Cold Storage
ISS-002081,LPO-005972,MED-ISS-1320,2025-11-17,Pharmacy,REC-8561,Rachel Leon,77,258.43,19899.11,Regular,Sea,Pending,WB-57408,Controlled Substance,ER,REQ-1168,BATCH-37405,2026-11-11,Cold Chain,Conditional,Dispatch Center
ISS-002082,LPO-006364,MED-ISS-5233,2025-07-02,NGO,REC-3557,Benjamin Williams,56,54.24,3037.44,Loan,Air,Delivered,WB-27475,Urgent,Pediatrics,REQ-8492,BATCH-51596,2025-08-31,Refrigerated,Conditional,Dispatch Center
ISS-002083,LPO-006330,MED-ISS-3834,2025-06-19,NGO,REC-6905,Brittany Taylor,38,408.37,15518.06,Regular,Courier,In Transit,WB-10889,Urgent,OPD,REQ-9539,BATCH-67380,2026-03-02,Frozen,Failed,Satellite Store
ISS-002084,LPO-002480,MED-ISS-1985,2025-02-11,Government Agency,REC-2316,Jack Miller,39,305.18,11902.02,Loan,Courier,Delivered,WB-88515,Urgent,Maternity,REQ-5856,BATCH-37227,2025-06-19,Refrigerated,Pending,Dispatch Center
ISS-002085,LPO-005464,MED-ISS-3396,2025-08-19,Clinic,REC-2214,Sandra Macias,72,403.88,29079.36,Donation,Courier,Pending,WB-25343,Urgent,Pediatrics,REQ-4649,BATCH-27422,2026-05-25,Cold Chain,Passed,Main Warehouse
ISS-002086,LPO-006665,MED-ISS-4492,2025-10-13,Clinic,REC-6937,Donna Williams,5,91.33,456.65,Return,Air,Partially Delivered,WB-64280,Urgent,ER,REQ-8362,BATCH-28254,2025-12-04,Refrigerated,Conditional,Satellite Store
ISS-002087,LPO-002207,MED-ISS-4020,2025-03-04,Hospital,REC-4048,Steven Cook,9,5.82,52.38,Emergency,Courier,In Transit,WB-16175,,OPD,REQ-9628,BATCH-21821,2026-01-07,Refrigerated,Conditional,Dispatch Center
ISS-002088,LPO-005951,MED-ISS-4857,2025-08-06,Hospital,REC-3811,David Arnold,92,355.01,32660.92,Regular,Road,Pending,WB-88023,Controlled Substance,ER,REQ-2482,BATCH-44593,2026-03-31,Refrigerated,Conditional,Cold Storage
ISS-002089,LPO-005527,MED-ISS-2442,2025-11-22,Pharmacy,REC-9594,Beth Webb,14,499.59,6994.26,Loan,Air,Delivered,WB-19337,Fragile,ER,REQ-9417,BATCH-74916,2026-11-20,Cold Chain,Conditional,Cold Storage
ISS-002090,LPO-006399,MED-ISS-2491,2025-05-13,Hospital,REC-1395,Audrey Spencer,47,256.42,12051.74,Donation,Air,Delivered,WB-40565,Temperature Sensitive,Laboratory,REQ-3076,BATCH-27639,2026-01-07,Frozen,Failed,Cold Storage
ISS-002091,LPO-004174,MED-ISS-8926,2025-09-23,Hospital,REC-9911,Philip Smith,10,17.67,176.7,Emergency,Courier,Partially Delivered,WB-75229,Fragile,Pediatrics,REQ-8446,BATCH-13006,2026-06-17,Cold Chain,Pending,Satellite Store
ISS-002092,LPO-006184,MED-ISS-4894,2025-03-30,Pharmacy,REC-1752,Terri Davidson,4,420.87,1683.48,Regular,Road,Pending,WB-20418,Urgent,ER,REQ-7529,BATCH-10559,2025-06-11,Room Temperature,Passed,Cold Storage
ISS-002093,LPO-006101,MED-ISS-8766,2025-01-01,Clinic,REC-9901,James Carter,17,347.07,5900.19,Emergency,Air,Pending,WB-33394,Urgent,Surgery,REQ-6368,BATCH-80023,2025-03-30,Frozen,Conditional,Satellite Store
ISS-002094,LPO-006786,MED-ISS-6033,2025-01-30,Pharmacy,REC-7691,Dr. Stephen Ramirez,15,88.14,1322.1,Loan,Road,Pending,WB-74141,Temperature Sensitive,Pediatrics,REQ-9791,BATCH-37051,2025-08-03,Refrigerated,Failed,Satellite Store
ISS-002095,LPO-001765,MED-ISS-1954,2025-05-19,Government Agency,REC-6195,James Medina,85,213.73,18167.05,Regular,Courier,Pending,WB-76057,Controlled Substance,OPD,REQ-6677,BATCH-77725,2025-10-09,Refrigerated,Passed,Main Warehouse
ISS-002096,LPO-006378,MED-ISS-6830,2025-07-03,Government Agency,REC-2899,Jason Thomas,15,79.18,1187.7,Regular,Road,Delivered,WB-47543,,ICU,REQ-8812,BATCH-72403,2025-09-28,Room Temperature,Passed,Satellite Store
ISS-002097,LPO-000092,MED-EQU-2122,2025-02-09,NGO,REC-9150,Thomas Burns,31,398.65,12358.15,Donation,Courier,Pending,WB-49776,Temperature Sensitive,OPD,REQ-9051,BATCH-22115,2025-04-01,Cold Chain,Pending,Main Warehouse
ISS-002098,LPO-006435,MED-ISS-9144,2025-07-14,Hospital,REC-6241,James Bartlett,62,15.56,964.72,Emergency,Air,Partially Delivered,WB-35487,,Surgery,REQ-5419,BATCH-36496,2026-07-10,Room Temperature,Pending,Cold Storage
ISS-002099,LPO-006596,MED-ISS-1368,2025-10-07,Hospital,REC-7427,Raymond Foster,76,452.63,34399.88,Donation,Sea,Pending,WB-11515,Urgent,Maternity,REQ-4012,BATCH-15093,2026-06-03,Room Temperature,Pending,Dispatch Center
ISS-002100,LPO-006459,MED-ISS-2072,2025-01-26,NGO,REC-3231,Kimberly Hudson,97,14.73,1428.81,Loan,Courier,In Transit,WB-77375,Temperature Sensitive,Pediatrics,REQ-5744,BATCH-99165,2025-06-20,Refrigerated,Failed,Dispatch Center
ISS-002101,LPO-005344,MED-ISS-5166,2025-03-16,NGO,REC-4472,Laura Gutierrez,44,292.61,12874.84,Emergency,Road,Delivered,WB-43105,Fragile,ICU,REQ-6102,BATCH-19064,2026-01-14,Frozen,Pending,Satellite Store
ISS-002102,LPO-005780,MED-ISS-7583,2025-01-03,Pharmacy,REC-5138,James Gomez,66,400.03,26401.98,Loan,Courier,Partially Delivered,WB-75061,Temperature Sensitive,Surgery,REQ-7243,BATCH-36561,2025-11-25,Cold Chain,Conditional,Satellite Store
ISS-002103,LPO-007057,MED-ISS-2587,2025-02-22,Clinic,REC-6493,Thomas Strong,98,479.99,47039.02,Emergency,Courier,Pending,WB-42460,Controlled Substance,Pediatrics,REQ-5338,BATCH-25391,2025-07-29,Cold Chain,Failed,Cold Storage
ISS-002104,LPO-004927,MED-ISS-8328,2025-08-08,NGO,REC-9989,Bill Taylor,28,488.81,13686.68,Donation,Air,Pending,WB-74451,Controlled Substance,Maternity,REQ-2238,BATCH-41954,2025-11-28,Room Temperature,Passed,Dispatch Center
ISS-002105,LPO-007016,MED-ISS-7290,2025-10-07,Clinic,REC-4537,Daniel Martinez,1,41.95,41.95,Regular,Courier,Pending,WB-78409,,Laboratory,REQ-3637,BATCH-57727,2026-02-18,Refrigerated,Pending,Cold Storage
ISS-002106,LPO-002554,MED-ISS-1941,2025-01-13,NGO,REC-6674,Vanessa Alexander,90,288.63,25976.7,Regular,Road,In Transit,WB-75156,Temperature Sensitive,Surgery,REQ-4828,BATCH-92477,2025-08-07,Frozen,Failed,Satellite Store
ISS-002107,LPO-002177,MED-ISS-1284,2025-04-11,Government Agency,REC-1552,Sarah Johnson,11,426.24,4688.64,Loan,Courier,Partially Delivered,WB-57672,Temperature Sensitive,Surgery,REQ-3810,BATCH-67551,2025-11-26,Cold Chain,Conditional,Cold Storage
ISS-002108,LPO-006711,MED-ISS-2049,2025-08-20,NGO,REC-8972,Ashley Brandt,50,384.25,19212.5,Loan,Air,In Transit,WB-44960,,Surgery,REQ-5290,BATCH-64530,2025-10-01,Room Temperature,Failed,Main Warehouse
ISS-002109,LPO-005173,MED-ISS-6732,2025-12-10,NGO,REC-3828,Adrian Wade,79,233.02,18408.58,Loan,Air,Partially Delivered,WB-48341,Controlled Substance,Laboratory,REQ-3459,BATCH-93164,2026-07-20,Cold Chain,Pending,Cold Storage
ISS-002110,LPO-006974,MED-ISS-2134,2024-12-31,NGO,REC-4305,Ronald Hall,27,406.73,10981.71,Return,Air,Pending,WB-35874,,Surgery,REQ-6133,BATCH-59789,2025-06-01,Room Temperature,Passed,Dispatch Center
ISS-002111,LPO-007089,MED-ISS-5032,2025-09-22,NGO,REC-2099,Angela Duncan,39,74.3,2897.7,Return,Sea,Pending,WB-70114,,Pediatrics,REQ-7847,BATCH-63731,2025-10-26,Refrigerated,Failed,Dispatch Center
ISS-002112,LPO-005922,MED-ISS-3938,2025-03-09,Clinic,REC-1314,Natasha Howe,54,492.64,26602.56,Return,Sea,Delivered,WB-13158,Controlled Substance,Pediatrics,REQ-2774,BATCH-23406,2026-02-15,Refrigerated,Passed,Main Warehouse
ISS-002113,LPO-005020,MED-ISS-8182,2025-02-15,Clinic,REC-1882,Maria Fischer,66,43.52,2872.32,Return,Sea,Delivered,WB-71818,Temperature Sensitive,OPD,REQ-8672,BATCH-50080,2026-01-20,Frozen,Passed,Dispatch Center
ISS-002114,LPO-005425,MED-ISS-6499,2025-12-24,Clinic,REC-3261,Robert Jacobs,11,97.86,1076.46,Emergency,Road,Delivered,WB-21959,Temperature Sensitive,ER,REQ-1617,BATCH-46993,2026-07-28,Frozen,Conditional,Cold Storage
ISS-002115,LPO-004097,MED-ISS-3685,2024-12-28,Pharmacy,REC-1663,Zachary Turner,39,31.12,1213.68,Emergency,Courier,Delivered,WB-21965,Fragile,ER,REQ-5167,BATCH-10156,2025-03-05,Frozen,Pending,Satellite Store
ISS-002116,LPO-005896,MED-ISS-9177,2025-11-07,Hospital,REC-1356,Cathy Hamilton,11,300.13,3301.43,Emergency,Air,Delivered,WB-92757,Urgent,OPD,REQ-5826,BATCH-20545,2026-02-23,Refrigerated,Failed,Cold Storage
ISS-002117,LPO-000968,MED-ISS-1328,2025-11-06,Clinic,REC-4661,Brian Lamb,17,300.21,5103.57,Loan,Road,In Transit,WB-66605,Controlled Substance,ICU,REQ-6013,BATCH-14347,2026-04-09,Cold Chain,Conditional,Cold Storage
ISS-002118,LPO-001043,MED-ISS-6910,2025-09-10,Hospital,REC-8809,Charles Love,59,274.05,16168.95,Emergency,Courier,Delivered,WB-43434,Urgent,Laboratory,REQ-1182,BATCH-53512,2026-01-24,Cold Chain,Failed,Cold Storage
ISS-002119,LPO-005638,MED-ISS-8587,2025-07-04,Government Agency,REC-8914,Shawn Watkins,74,460.93,34108.82,Loan,Air,Pending,WB-59688,Urgent,OPD,REQ-6407,BATCH-88417,2026-03-29,Room Temperature,Conditional,Cold Storage
ISS-002120,LPO-002054,MED-ISS-5668,2025-04-03,Clinic,REC-8054,Michael Dorsey,83,177.04,14694.32,Regular,Air,In Transit,WB-29130,,Pediatrics,REQ-5201,BATCH-82002,2025-09-30,Room Temperature,Conditional,Satellite Store
ISS-002121,LPO-007080,MED-ISS-9638,2025-09-29,Clinic,REC-2903,Brian Smith,66,262.14,17301.24,Donation,Road,Delivered,WB-97942,Fragile,Surgery,REQ-2053,BATCH-60929,2026-04-29,Refrigerated,Passed,Satellite Store
ISS-002122,LPO-002348,MED-ISS-2290,2025-09-13,NGO,REC-6604,Brian Norris,82,21.78,1785.96,Regular,Sea,Partially Delivered,WB-66356,,Laboratory,REQ-8353,BATCH-28872,2026-02-10,Refrigerated,Passed,Main Warehouse
ISS-002123,LPO-000287,MED-EQU-3479,2025-08-10,Hospital,REC-7314,Christina Rhodes,48,187.29,8989.92,Return,Air,In Transit,WB-28750,Fragile,Laboratory,REQ-5650,BATCH-56906,2025-12-04,Room Temperature,Conditional,Cold Storage
ISS-002124,LPO-002578,MED-ISS-4546,2025-07-07,Clinic,REC-3002,Michael Walters,86,493.38,42430.68,Loan,Sea,In Transit,WB-54162,Temperature Sensitive,ICU,REQ-1608,BATCH-14533,2026-02-03,Refrigerated,Passed,Dispatch Center
ISS-002125,LPO-004044,MED-ISS-8608,2025-11-03,Clinic,REC-3830,Karen Love MD,98,359.94,35274.12,Loan,Sea,Pending,WB-14670,Fragile,Maternity,REQ-7449,BATCH-82214,2026-06-22,Refrigerated,Pending,Cold Storage
ISS-002126,LPO-000196,MED-ANT-2477,2025-08-17,NGO,REC-1655,Jennifer Wood,67,324.57,21746.19,Donation,Courier,Pending,WB-40786,Controlled Substance,ICU,REQ-9745,BATCH-63971,2026-01-30,Refrigerated,Failed,Cold Storage
ISS-002127,LPO-006761,MED-ISS-9617,2025-10-05,NGO,REC-6771,Hannah Pittman,100,54.06,5406.0,Return,Road,In Transit,WB-11671,Urgent,Surgery,REQ-9823,BATCH-40849,2026-03-21,Room Temperature,Conditional,Dispatch Center
ISS-002128,LPO-005317,MED-ISS-5193,2025-03-01,NGO,REC-8641,Melissa Guzman,81,162.36,13151.16,Emergency,Air,In Transit,WB-15981,Urgent,OPD,REQ-4893,BATCH-75420,2025-06-02,Refrigerated,Failed,Cold Storage
ISS-002129,LPO-000191,MED-ANT-2005,2025-11-20,Hospital,REC-1509,Kelsey Green,87,41.42,3603.54,Emergency,Sea,Pending,WB-15093,Temperature Sensitive,ER,REQ-5855,BATCH-22380,2026-05-17,Cold Chain,Pending,Cold Storage
ISS-002130,LPO-006132,MED-ISS-9182,2025-09-13,Pharmacy,REC-8746,Joshua Edwards,4,143.28,573.12,Loan,Courier,Pending,WB-77900,Urgent,ER,REQ-1975,BATCH-47537,2026-02-09,Room Temperature,Failed,Main Warehouse
ISS-002131,LPO-006775,MED-ISS-5518,2025-10-16,NGO,REC-2437,Andrew Pham,39,246.94,9630.66,Regular,Air,Partially Delivered,WB-29794,,ER,REQ-5906,BATCH-63639,2026-05-04,Room Temperature,Pending,Satellite Store
ISS-002132,LPO-005297,MED-ISS-2569,2025-02-09,Government Agency,REC-6348,Wesley Jensen,81,387.4,31379.4,Return,Air,Delivered,WB-40088,Fragile,Surgery,REQ-9405,BATCH-94684,2025-04-13,Cold Chain,Failed,Dispatch Center
ISS-002133,LPO-004529,MED-ISS-7307,2025-07-07,Government Agency,REC-8636,William Miller,25,224.57,5614.25,Emergency,Air,Delivered,WB-72074,,Maternity,REQ-8526,BATCH-35278,2025-11-11,Frozen,Pending,Cold Storage
ISS-002134,LPO-005186,MED-ISS-1132,2025-11-29,Hospital,REC-6958,Christine Hart,94,395.77,37202.38,Emergency,Air,Partially Delivered,WB-23536,,OPD,REQ-5494,BATCH-24443,2026-04-30,Frozen,Failed,Dispatch Center
ISS-002135,LPO-005268,MED-ISS-3053,2025-01-14,Government Agency,REC-8497,Sharon Olson,15,110.4,1656.0,Regular,Courier,Delivered,WB-97402,Fragile,ICU,REQ-8723,BATCH-83287,2025-12-29,Frozen,Passed,Dispatch Center
ISS-002136,LPO-006980,MED-ISS-6164,2025-05-02,Clinic,REC-5539,Donald Martin,33,403.66,13320.78,Loan,Courier,Partially Delivered,WB-88889,Urgent,OPD,REQ-1777,BATCH-97971,2025-07-07,Room Temperature,Conditional,Cold Storage
ISS-002137,LPO-000001,MED-VAC-3513,2025-11-11,Government Agency,REC-6910,Brian Miller,23,127.36,2929.28,Regular,Road,Delivered,WB-83957,Fragile,Maternity,REQ-8189,BATCH-58700,2026-06-01,Room Temperature,Pending,Dispatch Center
ISS-002138,LPO-005151,MED-ISS-7767,2025-09-08,NGO,REC-1367,Jason Villanueva,40,461.62,18464.8,Loan,Sea,Delivered,WB-66590,Urgent,OPD,REQ-6912,BATCH-83546,2026-03-11,Refrigerated,Passed,Main Warehouse
ISS-002139,LPO-006565,MED-ISS-2407,2025-05-06,Hospital,REC-9244,Abigail Phillips,72,186.33,13415.76,Donation,Air,Delivered,WB-59635,,ER,REQ-7742,BATCH-46532,2026-02-03,Cold Chain,Failed,Satellite Store
ISS-002140,LPO-000655,MED-ISS-8364,2025-10-02,NGO,REC-1348,Jonathan Smith,96,111.03,10658.88,Loan,Sea,Partially Delivered,WB-59641,Fragile,OPD,REQ-5657,BATCH-51728,2026-09-01,Cold Chain,Pending,Cold Storage
ISS-002141,LPO-005402,MED-ISS-6036,2025-08-18,Government Agency,REC-2249,Tony Alexander,91,405.76,36924.16,Donation,Road,Pending,WB-20076,Controlled Substance,ICU,REQ-1845,BATCH-98979,2026-05-13,Cold Chain,Failed,Cold Storage
ISS-002142,LPO-005987,MED-ISS-7746,2025-09-15,Government Agency,REC-7785,Jacob Lee,99,84.48,8363.52,Emergency,Air,Delivered,WB-32740,Fragile,OPD,REQ-4547,BATCH-57432,2025-11-05,Cold Chain,Pending,Dispatch Center
ISS-002143,LPO-005261,MED-ISS-2829,2025-09-29,Pharmacy,REC-5804,Cheryl Gray,93,273.15,25402.95,Return,Air,Partially Delivered,WB-41769,Temperature Sensitive,Surgery,REQ-3602,BATCH-78177,2025-11-05,Cold Chain,Conditional,Cold Storage
ISS-002144,LPO-006353,MED-ISS-7136,2025-05-03,Pharmacy,REC-3926,Michele Brock,80,451.03,36082.4,Loan,Air,Partially Delivered,WB-37636,,Surgery,REQ-6286,BATCH-48701,2025-11-15,Refrigerated,Passed,Dispatch Center
ISS-002145,LPO-006440,MED-ISS-3432,2025-07-07,Government Agency,REC-5969,Jamie Hooper,59,361.68,21339.12,Regular,Road,In Transit,WB-17963,,Pediatrics,REQ-1467,BATCH-69049,2025-11-05,Frozen,Failed,Main Warehouse
ISS-002146,LPO-006945,MED-ISS-4365,2025-06-02,Hospital,REC-4486,Candace Williams,31,132.97,4122.07,Return,Air,In Transit,WB-72298,Urgent,Maternity,REQ-5843,BATCH-80419,2026-05-20,Cold Chain,Failed,Main Warehouse
ISS-002147,LPO-004480,MED-ISS-9029,2025-09-21,Clinic,REC-9665,Michael Griffin,78,431.88,33686.64,Loan,Courier,Pending,WB-63919,Urgent,Maternity,REQ-5324,BATCH-49845,2026-01-05,Frozen,Conditional,Dispatch Center
ISS-002148,LPO-006649,MED-ISS-7465,2025-03-10,Pharmacy,REC-6467,Christopher Glass,97,109.62,10633.14,Loan,Air,In Transit,WB-66426,,Maternity,REQ-8831,BATCH-52238,2025-11-12,Cold Chain,Failed,Satellite Store
ISS-002149,LPO-006439,MED-ISS-1587,2025-10-30,NGO,REC-7229,David Nielsen,58,450.75,26143.5,Return,Courier,Partially Delivered,WB-37257,Fragile,ER,REQ-2950,BATCH-98155,2026-02-12,Frozen,Passed,Main Warehouse
ISS-002150,LPO-006973,MED-ISS-8585,2025-05-13,Pharmacy,REC-2488,Rebecca Mclaughlin,41,14.05,576.05,Emergency,Courier,Partially Delivered,WB-28424,Controlled Substance,Surgery,REQ-3588,BATCH-90692,2025-10-15,Room Temperature,Pending,Cold Storage
ISS-002151,LPO-004448,MED-ISS-5807,2025-02-19,Government Agency,REC-3043,Tracy Garrett,32,174.77,5592.64,Regular,Sea,In Transit,WB-46972,Urgent,Maternity,REQ-3866,BATCH-22553,2025-06-29,Frozen,Pending,Cold Storage
ISS-002152,LPO-006116,MED-ISS-3107,2025-07-10,Hospital,REC-9105,Kimberly Herrera,67,242.21,16228.07,Regular,Sea,Partially Delivered,WB-42490,Controlled Substance,Laboratory,REQ-1435,BATCH-71676,2026-05-31,Frozen,Pending,Satellite Store
ISS-002153,LPO-006542,MED-ISS-4888,2025-04-21,Hospital,REC-9844,Hayley Cox,77,470.93,36261.61,Donation,Courier,Delivered,WB-58465,Fragile,Laboratory,REQ-9299,BATCH-94663,2025-05-30,Cold Chain,Pending,Cold Storage
ISS-002154,LPO-005050,MED-ISS-1669,2025-05-04,NGO,REC-5137,Anne Cole,88,413.23,36364.24,Return,Courier,Delivered,WB-36761,Controlled Substance,ER,REQ-1038,BATCH-15179,2026-04-09,Cold Chain,Passed,Satellite Store
ISS-002155,LPO-000806,MED-ISS-1271,2025-01-13,Pharmacy,REC-3232,Joyce Francis,40,58.04,2321.6,Return,Sea,Partially Delivered,WB-55823,Fragile,ICU,REQ-3131,BATCH-21305,2026-01-03,Frozen,Pending,Dispatch Center
ISS-002156,LPO-005170,MED-ISS-5402,2025-07-28,NGO,REC-4285,Douglas Tran,52,169.85,8832.2,Emergency,Air,Partially Delivered,WB-87378,Controlled Substance,OPD,REQ-3059,BATCH-27820,2025-10-25,Room Temperature,Failed,Cold Storage
ISS-002157,LPO-005004,MED-ISS-6712,2025-04-01,Pharmacy,REC-6076,Hannah Weeks,21,427.21,8971.41,Regular,Sea,Delivered,WB-75970,Controlled Substance,Pediatrics,REQ-9963,BATCH-42969,2025-11-09,Frozen,Conditional,Dispatch Center
ISS-002158,LPO-005543,MED-ISS-2124,2025-01-23,Government Agency,REC-1439,Travis Horn,44,261.79,11518.76,Loan,Road,Pending,WB-27147,Controlled Substance,Maternity,REQ-4118,BATCH-26928,2025-04-20,Frozen,Failed,Main Warehouse
ISS-002159,LPO-003517,MED-ISS-1211,2025-10-19,NGO,REC-2554,Michael Walker,71,322.4,22890.4,Regular,Road,Delivered,WB-28950,Temperature Sensitive,Surgery,REQ-7794,BATCH-18381,2026-03-23,Room Temperature,Conditional,Main Warehouse
ISS-002160,LPO-006946,MED-ISS-1704,2025-04-14,Hospital,REC-3786,Jennifer Owens,65,479.05,31138.25,Donation,Courier,Partially Delivered,WB-29877,Controlled Substance,OPD,REQ-1643,BATCH-83333,2026-01-29,Room Temperature,Conditional,Satellite Store
ISS-002161,LPO-002357,MED-ISS-7448,2025-08-22,NGO,REC-8216,Rachel Baker,11,396.51,4361.61,Emergency,Courier,Partially Delivered,WB-66136,Temperature Sensitive,OPD,REQ-9278,BATCH-15157,2025-10-07,Refrigerated,Conditional,Cold Storage
ISS-002162,LPO-006354,MED-ISS-6783,2025-04-30,Government Agency,REC-1278,Troy Cook,86,325.38,27982.68,Loan,Sea,Delivered,WB-14053,,Pediatrics,REQ-5725,BATCH-37708,2026-02-06,Frozen,Failed,Satellite Store
ISS-002163,LPO-005423,MED-ISS-3401,2025-05-24,NGO,REC-2096,Angela Houston,35,223.04,7806.4,Regular,Road,Delivered,WB-88782,Urgent,Laboratory,REQ-9144,BATCH-18344,2026-02-14,Refrigerated,Failed,Dispatch Center
ISS-002164,LPO-002963,MED-ISS-8891,2025-12-04,NGO,REC-7313,James Sosa,15,216.09,3241.35,Donation,Courier,Partially Delivered,WB-51929,Urgent,Surgery,REQ-5289,BATCH-70350,2026-12-01,Frozen,Passed,Main Warehouse
ISS-002165,LPO-006241,MED-ISS-9535,2025-09-17,Hospital,REC-6277,Jennifer Snyder,85,369.97,31447.45,Donation,Road,Pending,WB-60024,Temperature Sensitive,ER,REQ-3422,BATCH-27495,2025-12-17,Refrigerated,Pending,Dispatch Center
